0;0;0;0;land;false;unknown;0
1;177;177;155;land;true;forest;1
2;227;96;180;land;false;jungle;1
3;181;178;189;land;false;plains;1
4;203;148;153;land;true;plains;1
5;149;232;199;land;false;jungle;1
6;135;245;240;land;true;forest;1
7;241;195;153;land;false;plains;1
8;211;73;217;land;false;desert;1
9;244;249;230;land;true;desert;1
10;132;201;229;land;false;plains;1
11;213;196;172;land;false;jungle;1
12;167;238;253;land;true;jungle;1
13;113;248;246;land;true;forest;1
14;190;178;146;land;false;forest;1
15;169;176;188;land;false;jungle;1
16;85;227;216;land;true;forest;1
17;170;145;218;land;false;forest;1
18;229;125;246;land;true;jungle;1
19;62;223;252;land;false;jungle;1
20;83;192;246;land;true;plains;1
21;100;172;244;land;false;plains;1
22;252;219;252;land;false;forest;1
23;205;221;231;land;false;desert;1
24;191;230;248;land;false;mountain;1
25;224;214;97;land;false;jungle;1
26;178;224;108;land;false;jungle;1
27;202;159;141;land;false;jungle;1
28;227;220;231;land;false;jungle;1
29;211;135;210;land;false;jungle;1
30;81;233;215;land;false;desert;1
31;131;143;245;land;false;jungle;1
32;163;248;120;land;false;jungle;1
33;28;236;243;land;true;jungle;1
34;207;243;175;land;false;desert;1
35;211;131;205;land;false;desert;1
36;113;218;252;land;false;mountain;1
37;212;89;228;land;false;jungle;1
38;118;250;167;land;true;forest;1
39;193;208;219;land;true;jungle;1
40;240;243;222;land;true;jungle;1
41;249;64;216;land;false;mountain;1
42;137;161;254;land;false;jungle;1
43;229;241;142;land;false;plains;1
44;197;191;184;land;false;desert;1
45;167;222;112;land;false;jungle;1
46;243;204;101;land;false;mountain;1
47;239;157;238;land;true;jungle;1
48;224;135;180;land;false;plains;1
49;147;230;128;land;false;desert;1
50;191;231;122;land;true;forest;1
51;60;245;246;land;false;plains;1
52;10;241;253;land;true;forest;1
53;218;95;254;land;false;forest;1
54;215;251;148;land;false;plains;1
55;199;183;206;land;false;plains;1
56;192;107;216;land;false;forest;1
57;120;208;173;land;false;jungle;1
58;193;202;224;land;false;plains;1
59;217;224;87;land;false;jungle;1
60;161;201;233;land;false;jungle;1
61;242;207;211;land;false;plains;1
62;189;148;209;land;false;jungle;1
63;193;126;192;land;true;forest;1
64;240;91;205;land;false;plains;1
65;247;214;131;land;false;plains;1
66;184;172;219;land;false;forest;1
67;196;193;215;land;false;forest;1
68;196;107;213;land;false;plains;1
69;219;213;124;land;false;jungle;1
70;227;225;196;land;false;plains;1
71;158;186;206;land;false;jungle;1
72;146;177;190;land;true;plains;1
73;230;201;106;land;false;jungle;1
74;158;210;183;land;false;jungle;1
75;199;225;128;land;false;jungle;1
76;212;127;220;land;false;plains;1
77;228;238;93;land;false;jungle;1
78;216;249;56;land;false;desert;1
79;208;96;217;land;false;jungle;1
80;169;175;207;land;false;plains;1
81;122;202;220;land;false;jungle;1
82;189;186;237;land;false;plains;1
83;233;177;233;land;false;plains;1
84;254;94;184;land;true;forest;1
85;170;209;224;land;false;forest;1
86;197;79;247;land;false;desert;1
87;47;252;213;land;false;plains;1
88;195;106;253;land;false;forest;1
89;164;197;153;land;false;plains;1
90;119;190;244;land;false;jungle;1
91;70;210;245;land;false;plains;1
92;204;190;198;land;false;plains;1
93;203;193;162;land;false;jungle;1
94;237;221;200;land;false;forest;1
95;252;202;81;land;false;plains;1
96;184;157;183;land;false;plains;1
97;121;240;179;land;false;jungle;1
98;189;122;248;land;false;jungle;1
99;242;170;205;land;true;forest;1
100;59;236;212;land;true;plains;1
101;225;173;171;land;false;plains;1
102;166;232;241;land;true;plains;1
103;117;233;200;land;false;desert;1
104;166;225;160;land;false;jungle;1
105;64;244;205;land;false;jungle;1
106;195;142;246;land;false;plains;1
107;240;123;207;land;false;mountain;1
108;188;176;178;land;false;plains;1
109;174;208;180;land;false;desert;1
110;243;225;107;land;false;jungle;1
111;250;224;231;land;true;jungle;1
112;75;227;234;land;false;plains;1
113;113;224;177;land;true;plains;1
114;69;209;241;land;false;plains;1
115;242;78;209;land;true;jungle;1
116;155;199;147;land;false;jungle;1
117;212;245;233;land;false;jungle;1
118;90;226;246;land;true;jungle;1
119;235;35;238;land;false;jungle;1
120;136;193;244;land;false;forest;1
121;207;236;202;land;false;jungle;1
122;214;169;241;land;true;plains;1
123;231;116;189;land;false;plains;1
124;177;235;156;land;false;jungle;1
125;182;133;227;land;false;desert;1
126;185;165;179;land;true;forest;1
127;244;183;132;land;false;jungle;1
128;245;191;175;land;false;jungle;1
129;228;214;238;land;false;plains;1
130;210;164;254;land;false;desert;1
131;240;208;140;land;true;plains;1
132;248;160;149;land;false;forest;1
133;252;120;237;land;false;forest;1
134;160;249;201;land;false;forest;1
135;214;89;234;land;false;plains;1
136;141;249;198;land;true;plains;1
137;206;238;197;land;true;plains;1
138;233;192;161;land;true;plains;1
139;216;240;158;land;true;forest;1
140;187;179;158;land;false;jungle;1
141;72;243;250;land;false;plains;1
142;236;188;158;land;false;jungle;1
143;194;247;168;land;false;plains;1
144;107;232;224;land;true;plains;1
145;180;251;178;land;false;plains;1
146;158;170;232;land;true;desert;1
